"first_name","last_name","company_name","address","city","province","postal","phone1","phone2","email","web"
"Lottie","Hegdahl","Management Protection Services","45 W 21st St","Unionville","ON","L3R 2H1","905-638-1034","905-780-4717","lottie_hegdahl@aol.com","http://www.managementprotectionservices.com"
"Jose","Kylish","Nicks Printing","93 Law Dr","Pierrefonds","QC","H9J 1W6","514-211-3774","514-504-3039","jose.kylish@aol.com","http://www.nicksprinting.com"
"Tuyet","Abramovitz","Gibbard, H Frank Iii","976 Cozycroft Ave","Richmond Hill","ON","L4E 4P3","905-790-7938","905-876-7283","tuyet.abramovitz@abramovitz.com","http://www.gibbardhfrankiii.com"
"Pearline","Provenzano","Information Marketing Svc Inc","611 S 2nd St","Concord","ON","L4K 1V4","905-734-9102","905-871-6252","pearline.provenzano@provenzano.org","http://www.informationmarketingsvcinc.com"
"Robt","Hankison","Joseph Notarianni & Co","3780 Ronson Rd","Quebec","QC","G1L 4H3","418-874-8104","418-997-2257","robt_hankison@cox.net","http://www.josephnotariannico.com"
"Shawnee","Kesten","N Amercn Min & Quar Equip Inc","5 W Irving Park Rd","Big Ridge","NS","B1K 1X8","902-208-1038","902-514-6214","shawnee@yahoo.com","http://www.namercnminquarequipinc.com"
"Lacresha","Quinones","John Drew Theater Of Gld Hall","48 Bernardo Cent","Vaudreuil-Dorion","QC","J7V 5V8","450-213-1080","450-248-5946","lacresha@hotmail.com","http://www.johndrewtheaterofgldhall.com"
"Basilia","Vinroe","Ariz Association Of Life Und","45 S Wells Ave","Quebec","QC","G1H 1A6","418-386-6120","418-417-9632","basilia.vinroe@gmail.com","http://www.arizassociationoflifeund.com"
"Aleisha","Areizaga","Hi Port Distribtg Inc","960 Deming Way","Quebec","QC","G1C 5G2","418-408-1640","418-915-1088","aareizaga@hotmail.com","http://www.hiportdistribtginc.com"
"Frank","Tryninewski","Interlink Marketing Inc","462 2nd St","Prince Albert","SK","S6V 6E5","306-653-1772","306-265-2144","ftryninewski@gmail.com","http://www.interlinkmarketinginc.com"
"Ria","Steinhorst","D H Auto Equip Inc","269 Commercial Dr","Jonquiere","QC","G7S 2S3","418-319-1374","418-221-6034","ria.steinhorst@steinhorst.com","http://www.dhautoequipinc.com"
"Carla","Kallenberger","Mcginness & Shaw","8 Commercial Blvd #9","Hanover","ON","N4N 1Z7","519-646-7797","519-560-6667","carla@aol.com","http://www.mcginnessshaw.com"
"Lashanda","Skahan","Monogram Co","739 Stockton Ave","Gray Rapids","NB","E9B 1G6","506-497-2698","506-543-5119","lashanda.skahan@aol.com","http://www.monogramco.com"
"Jarod","Catalina","Industrial Precision Corp","60 Sunrise Ave","North Bay","ON","P1B 2L4","705-369-2146","705-915-3282","jcatalina@aol.com","http://www.industrialprecisioncorp.com"
"Leoma","Rabago","Curtis, Martin L Dds","575 Washington St","Nanaimo","BC","V9R 6W5","250-810-7815","250-340-9574","leoma.rabago@hotmail.com","http://www.curtismartinldds.com"
"Yasuko","Greeves","Plant","4634 Anania Dr","Vernon","BC","V1B 3Z4","250-891-6910","250-302-7554","ygreeves@cox.net","http://www.plant.com"
"Jimmie","Snelling","Tri Lakes Chamber Of Commerce","24 Sw Bridgeport Rd","Oakville","ON","L6J 7H9","905-772-1416","905-958-5143","jimmie.snelling@gmail.com","http://www.trilakeschamberofcommerce.com"
"Titus","Dugre","American Lung Assoc","419 N Dixboro Rd #8","Gatineau","QC","J9J 0V4","819-983-1846","819-842-7631","titus.dugre@dugre.org","http://www.americanlungassoc.com"
"Joanne","Teoh","Rever, Irwin S Esq","1 W Sierra Madre Blvd #9985","St Catharines","ON","L2M 1R4","905-219-6895","905-928-7775","joanne@yahoo.com","http://www.reverirwinsesq.com"
"Suzi","Groom","Comisky, James L","9 W Jackson Blvd","Surrey","BC","V3S 7P4","604-700-2946","604-811-1777","suzi.groom@groom.org","http://www.comiskyjamesl.com"
"Denny","Amazan","Pony Express National Memorial","4974 Rockburn Hill Rd #3","Surrey","BC","V4A 8M9","604-239-4105","604-864-8071","denny@amazan.com","http://www.ponyexpressnationalmemorial.com"
"Willie","Coughlan","Brooktronics Engineering Corp","8545 S Westshore Blvd","Cantley","QC","J8V 3K1","819-869-6389","819-816-5427","willie@aol.com","http://www.brooktronicsengineeringcorp.com"
"Margurite","Brake","Moyer, David W Esq","258 S Ash Ave","Amherstburg","ON","N9V 1S8","519-476-5983","519-248-6055","margurite.brake@yahoo.com","http://www.moyerdavidwesq.com"
"Arlen","Romack","Whitehurst, William O Jr","1 W Green Bay St","Saint John","NB","E2K 3R6","506-218-3036","506-871-1452","arlen.romack@yahoo.com","http://www.whitehurstwilliamojr.com"
"Shaniqua","Corna","Durley, Colly J Esq","8 Sylvan Ave","North York","ON","M3H 5X6","416-573-9093","416-693-2920","shaniqua@yahoo.com","http://www.durleycollyjesq.com"
"William","Boccard","Dubosar & Davidson Pa","9 Clove Rd","Pointe-aux-Trembles","QC","H1B 4R4","514-606-4631","514-570-9479","william@gmail.com","http://www.dubosardavidsonpa.com"
"Silva","Riviere","Nimco Corp","10 Canal St","Pierrefonds","QC","H8Y 2A9","514-319-4125","514-592-7645","silva.riviere@riviere.org","http://www.nimcocorp.com"
"Gearldine","Haberle","Robert Glen Distributing Co","62 N 3rd St","Calgary","AB","T2J 0S5","403-810-3712","403-242-6060","gearldine_haberle@hotmail.com","http://www.robertglendistributingco.com"
"Azalee","Aja","Interior Alternative","2607 Market St","Chateauguay","QC","J6J 3J8","450-515-9694","450-933-2068","azalee.aja@cox.net","http://www.interioralternative.com"
"Kimbery","Plikerd","Bain, James W Esq","62 15th Ave #63","Duncan","BC","V9L 2E9","250-504-9388","250-654-7546","kimbery.plikerd@cox.net","http://www.bainjameswesq.com"
"Ricarda","Kratt","Hersh, Peter S Md","1 Clairemont Mesa Blvd","New Glasgow","NS","B2H 3Y5","902-614-2197","902-717-8376","rkratt@yahoo.com","http://www.hershpetersmd.com"
"Macy","Massay","C H Fenstermaker & Assocs Inc","6 N Water St","Dauphin","MB","R7N 2C7","204-656-8450","204-825-5825","macy@hotmail.com","http://www.chfenstermakerassocsinc.com"
"Carol","Normington","Westwood Specialties","1 S Kresson St","Alma","QC","G8E 1G2","418-540-2207","418-264-8597","carol@gmail.com","http://www.westwoodspecialties.com"
"Blythe","Czaplinski","Ebw Inc Enterprise Brass Works","4 S 4th St","Calgary","AB","T2V 2M5","403-775-4053","403-660-6436","blythe_czaplinski@czaplinski.com","http://www.ebwincenterprisebrassworks.com"
"Tanesha","Tesseneer","Alex Fries & Bros Inc","326 Witherspoon St","Etobicoke","ON","M9R 2W5","416-568-3388","416-227-8643","tanesha_tesseneer@hotmail.com","http://www.alexfriesbrosinc.com"
"Yaeko","Orndoff","Holcombe Armature Co","66 Hoffman St","St Thomas","ON","N5P 2E5","519-625-4433","519-737-1130","yaeko_orndoff@orndoff.org","http://www.holcombearmatureco.com"
"Broderick","Lorenz","Frascella, Thomas P Esq","185 Davis St","Saskatoon","SK","S7N 3M6","306-285-1574","306-649-5882","broderick_lorenz@hotmail.com","http://www.frascellathomaspesq.com"
"Twila","Shadle","Marks, Seymour Esq","20 Simpson Ferry Rd","Victoria","BC","V8Y 1H4","250-862-6746","250-548-7509","tshadle@shadle.com","http://www.marksseymouresq.com"
"Sarina","Pead","Burgess Manning Inc","7821 16th St Nw","Ajax","ON","L1S 1S7","905-696-6221","905-927-3049","spead@cox.net","http://www.burgessmanninginc.com"
"Candra","Peets","Gator Supply & Equipment Inc","9 Pulaski Park Dr #7","North Bay","ON","P1B 2V6","705-799-1235","705-462-8314","candra@hotmail.com","http://www.gatorsupplyequipmentinc.com"
"Von","Aprigliano","Heller, Tom A Esq","63 Baronne St","Port Moody","BC","V3H 1E8","604-986-3233","604-853-6594","von@aol.com","http://www.hellertomaesq.com"
"Natalya","Verso","Rose Cooper & English","74 Chestnut St","Kitchener","ON","N2A 1S3","519-736-9305","519-935-3251","natalya_verso@yahoo.com","http://www.rosecooperenglish.com"
"Stanton","Rigazio","Maxons Restorations Inc","4 Smith St #5","North York","ON","M3M 2A4","416-801-7398","416-974-8005","srigazio@rigazio.org","http://www.maxonsrestorationsinc.com"
"Dona","Larner","Birmingham Historical Society","4298 E Drinker St","York","ON","M6M 1V5","416-884-9104","416-488-1936","dona@hotmail.com","http://www.birminghamhistoricalsociety.com"
"Cortney","Choice","Schulman, Richard J Esq","80 S 33rd Pl","Greenfield Park","QC","J4V 3G8","450-339-6016","450-498-1871","cortney.choice@choice.com","http://www.schulmanrichardjesq.com"
"Ira","Betterton","Andersen Consulting","935 S Padre Island Dr","Halifax","NS","B3K 3E4","902-240-7029","902-579-3428","ira.betterton@yahoo.com","http://www.andersenconsulting.com"
"Vanna","Pickle","Phipps & Bird","3 B Main #117","Newmarket","ON","L3Y 3M4","905-309-4565","905-538-1331","vanna_pickle@aol.com","http://www.phippsbird.com"
"Bo","Sabota","Land Engineering & Surv Co Inc","779 Moore St","Winnipeg","MB","R3R 2Z5","204-210-4967","204-591-6137","bo_sabota@sabota.com","http://www.landengineeringsurvcoinc.com"
"Nathalie","Corners","Boldt Carlisle & Smith Cpa","14 Van Buren St","Peterborough","ON","K9H 4B6","705-736-4801","705-651-4065","nathalie_corners@corners.org","http://www.boldtcarlislesmithcpa.com"
"Rodney","Lockamy","Schultz, Barry J Esq","7 N Us Highway 67 #96","Ottawa","ON","K1S 2E4","613-273-5773","613-555-5392","rodney_lockamy@aol.com","http://www.schultzbarryjesq.com"
"Elena","Hairr","Reed, Crystal Md","31 Mechanic St #9839","Stephenville","NL","A2N 2N4","709-399-4807","709-427-8386","ehairr@hotmail.com","http://www.reedcrystalmd.com"
"Blossom","Kraatz","Vic Firth Inc","881 Route 38","North York","ON","M4A 2A6","416-631-1863","416-960-8915","blossom_kraatz@kraatz.org","http://www.vicfirthinc.com"
"Loreen","Griepentrog","A J Cohen Distributor Inc","6 Monard Dr","Orleans","ON","K1C 2E5","613-684-4467","613-959-2224","loreen_griepentrog@aol.com","http://www.ajcohendistributorinc.com"
"Tayna","Keirnan","Hartz, J Ernest Esq","18 Cowesett Ave","Barrie","ON","L4N 5C5","705-655-5936","705-731-4284","tayna_keirnan@gmail.com","http://www.hartzjernestesq.com"
"Nieves","Planty","Swanson, Dennis V Esq","684 Albion Rd","Peterborough","ON","K9H 3K7","705-616-5386","705-997-9149","nplanty@gmail.com","http://www.swansondennisvesq.com"
"Glenn","Robinault","Leikin, James","8700 S Jefferson Rd #676","Lachine","QC","H8S 3A8","514-330-5479","514-322-5935","glenn.robinault@cox.net","http://www.leikinjames.com"
"Julianna","Racer","Cycle Motion Inc","4407 Chestnut Ridge Dr","Saint John","NB","E2K 5L7","506-752-6097","506-958-3152","jracer@cox.net","http://www.cyclemotioninc.com"
"Ashton","Nitchals","Tirone, Anthony R Esq","13 Midway Pl","Oakville","ON","L6H 5G1","905-725-6769","905-586-2298","ashton@cox.net","http://www.tironeanthonyresq.com"
"Shaun","Scovil","Stowe Away Lodge","253 Hamilton Ave #1684","Pickering","ON","L1W 2P9","905-907-6615","905-984-4439","shaun_scovil@aol.com","http://www.stoweawaylodge.com"
"Long","Shintaku","Georgetown Agency","8 W 41st Ave","Blainville","QC","J7C 2R9","450-771-5010","450-679-3521","long.shintaku@shintaku.org","http://www.georgetownagency.com"
"Vinnie","Meir","Halbar Enterprises Whol Clthng","559 Bridge Plz","Etobicoke","ON","M8Y 1G5","416-862-7028","416-626-5219","vmeir@meir.com","http://www.halbarenterpriseswholclthng.com"
"Lucia","Flipp","Days Inn","196 Touhy Ave","Scarborough","ON","M1E 3L6","416-870-8070","416-938-6909","lucia@aol.com","http://www.daysinn.com"
"Corazon","Ivaska","Ansonia Records Inc","6 W Lincoln Ave","Saskatoon","SK","S7K 3K7","306-333-8933","306-513-1680","corazon@ivaska.org","http://www.ansoniarecordsinc.com"
"Jaime","Perugini","Bei Motion Systems Co Inc","7071 E 7th St #56","Verdun","QC","H4G 1X4","514-950-4495","514-371-6473","jaime_perugini@perugini.com","http://www.beimotionsystemscoinc.com"
"Miriam","Stakes","Sign Magic","784 Packerland Dr","Burlington","ON","L7L 5E8","905-441-5009","905-702-1792","miriam.stakes@yahoo.com","http://www.signmagic.com"
"Vallie","Nigl","Can Lines Inc","7823 N 36th Ave","North Vancouver","BC","V7H 2J2","604-848-3170","604-272-7228","vallie@yahoo.com","http://www.canlinesinc.com"
"Sheldon","Isachsen","Young, Charles R Esq","35 Milnor St","Valley","NS","B6L 3K5","902-330-7314","902-482-5940","sheldon@isachsen.org","http://www.youngcharlesresq.com"
"Nickie","Balonek","Mcinerney Communications","7 Saint Nicholas Ave","North Vancouver","BC","V7J 3P8","604-556-1080","604-408-3115","nickie.balonek@balonek.com","http://www.mcinerneycommunications.com"
"Fletcher","Caneles","Hy Cite Corp","87 Spencerville Ct #2","Hamilton","ON","L8S 3V2","905-992-1637","905-974-3091","fcaneles@caneles.com","http://www.hycitecorp.com"
"Rutha","Eisert","Quality Litho Printing","87 W 32nd St","Niagara Falls","ON","L2G 3H6","905-468-2503","905-288-1333","rutha@eisert.com","http://www.qualitylithoprinting.com"
"Brandon","Geigel","Royal Title Service Inc","70 W Main St","Vancouver","BC","V5Z 3S8","604-940-9313","604-894-9406","bgeigel@gmail.com","http://www.royaltitleserviceinc.com"
"Franchesca","Lamme","Euorpean Pretzel Bakery","3208 W Touhy Ave","Charlottetown","PE","C1E 1W8","902-715-9684","902-291-8223","franchesca_lamme@yahoo.com","http://www.euorpeanpretzelbakery.com"
"Lorriane","Naddeo","American Space Planners Inc","7 Airway Cir","Duncan","BC","V9L 2T9","250-544-1482","250-738-4408","lorriane.naddeo@naddeo.org","http://www.americanspaceplannersinc.com"
"Asuncion","Berson","Link, Andrew P","54 Whitaker Way","Reinfeld","MB","R6W 1K7","204-318-1929","204-696-6138","aberson@aol.com","http://www.linkandrewp.com"
"Georgiann","Hoerter","Orava, Stephen J Esq","4945 Progress Dr","Grand-Mere","QC","G9T 3C3","819-632-2869","819-695-5561","georgiann_hoerter@hoerter.com","http://www.oravastephenjesq.com"
"Hershel","Bultron","Kings Trophies & Engraving Co","658 W 30th St","London","ON","N5Z 1R6","519-844-4835","519-782-2362","hershel_bultron@bultron.org","http://www.kingstrophiesengravingco.com"
"Chu","Collopy","Chiropractic Care Center","8 E 9mile Rd #697","Trois-Rivieres","QC","G8V 2J6","819-677-1206","819-899-7304","chu@aol.com","http://www.chiropracticcarecenter.com"
"Bettina","Vosmus","Willamette Valley Walnuts Inc","7 Ryan Industrial Ct","Vancouver","BC","V6H 3Y2","604-752-9256","604-539-9088","bettina@hotmail.com","http://www.willamettevalleywalnutsinc.com"
"Lynsey","Sport","Ross, Donald J Esq","7 Mccrea St","Chilliwack","BC","V2P 6L6","604-525-6939","604-485-8495","lynsey.sport@aol.com","http://www.rossdonaldjesq.com"
"Phil","Kuechler","Sequins International Inc","7 Mcwhorter Rd","Jonquiere","QC","G7X 2X4","418-940-4070","418-996-6859","phil_kuechler@gmail.com","http://www.sequinsinternationalinc.com"
"Cordelia","Nicks","Pacific Valley Appraisal Svc","572 Simpson St","Georgetown","ON","L7G 2T4","905-975-4308","905-881-8675","cnicks@nicks.org","http://www.pacificvalleyappraisalsvc.com"
"Georgeanna","Marrano","Allied Fine Furniture","3493 Camino Ruiz","Hamilton","ON","L8N 2V6","905-366-7378","905-540-7836","gmarrano@gmail.com","http://www.alliedfinefurniture.com"
"Rosendo","Lanter","Howe & Hutton Ltd","2052 E Semoran Blvd","Regina","SK","S4N 5R4","306-700-6743","306-714-9622","rosendo@hotmail.com","http://www.howehuttonltd.com"
"Jerilyn","Norcia","Jaqua & Wheatley Pc","9 Main St","Hanover","ON","N4N 2P6","519-978-7661","519-649-6721","jerilyn@hotmail.com","http://www.jaquawheatleypc.com"
"Elfriede","Bakeley","Krei 800 Radio Station","538 Fayetteville Street Mall","Grand-Sault/Grand Falls","NB","E3Z 2K5","506-404-8558","506-956-6048","ebakeley@bakeley.com","http://www.kreiradiostation.com"
"Harris","Sheck","New Lans Corporation","9875 Sheafe Rd","Montreal","QC","H2H 1Z2","514-257-9319","514-774-5902","harris@cox.net","http://www.newlanscorporation.com"
"Leonor","Beilinson","Lochaven Fed Svngs & Ln Assn","269 Distribution Way","Orleans","ON","K1C 1Z6","613-338-5158","613-308-1865","leonor.beilinson@hotmail.com","http://www.lochavenfedsvngslnassn.com"
"Terrilyn","Waska","Corallino, Robert L Cpa","6 E Miraloma Ave","Gatineau","QC","J8M 2A5","819-670-6020","819-318-6187","terrilyn_waska@hotmail.com","http://www.corallinorobertlcpa.com"
"Maddie","Foulds","Sinclair Machine Products Inc","56 N Wood Ave #25","Montreal","QC","H2M 1W9","514-874-9519","514-545-7912","maddie@hotmail.com","http://www.sinclairmachineproductsinc.com"
"Melynda","Anstead","Leader","3 Lee Dr #8435","Longueuil","QC","J4J 3E9","450-470-3593","450-261-4907","melynda@hotmail.com","http://www.leader.com"
"Odette","Thigpen","Beauregard Federal Savings Bnk","1831 Everett Rd","Corner Brook","NL","A2H 2K1","709-744-4165","709-750-3310","othigpen@thigpen.com","http://www.beauregardfederalsavingsbnk.com"
"Steffanie","Meinen","Rosenblum, Donn D Esq","801 W Belmont Ave","Montreal","QC","H3C 5G9","514-964-9106","514-644-9120","steffanie.meinen@cox.net","http://www.rosenblumdonndesq.com"
"Antonette","Stimac","Kasprenski, Michael D Esq","61 N Westshore Blvd","Kitchener","ON","N2A 1S3","519-670-5269","519-574-5766","antonette_stimac@stimac.org","http://www.kasprenskimichaeldesq.com"
"Thora","Daneker","Engravers","6 Old York Rd","Gatineau","QC","J8P 3A1","819-648-4049","819-419-1891","tdaneker@daneker.com","http://www.engravers.com"
"Nada","Massanet","Shastri, S R Md","80 Sw End Blvd","Surrey","BC","V3R 4L7","604-570-1494","604-464-2579","nmassanet@yahoo.com","http://www.shastrisrmd.com"
"Ivette","Dills","South Texas Prod Splty Inc","7585 Calle De Industrias","Reserve Mines","NS","B1E 1G6","902-244-5318","902-899-7285","idills@cox.net","http://www.southtexasprodspltyinc.com"
"Devon","Delacerda","Kcon Inc","250 University Ave #9","Comox","BC","V9M 1T4","250-525-4631","250-811-7716","devon@hotmail.com","http://www.kconinc.com"
"Lon","Tibbles","May W L Co Inc","78 Eastway Dr","Mississauga","ON","L5E 1B7","905-233-1845","905-290-1867","lon.tibbles@cox.net","http://www.maywlcoinc.com"
"Tennie","Santanna","M A C Insurance Agency","196 Waterman Ave #1","Trois-Rivieres","QC","G8T 6A2","819-261-5496","819-276-7974","tennie@aol.com","http://www.macinsuranceagency.com"
"Fidelia","Vilven","Gto Lithographers Inc","9 Meridian St","Scarborough","ON","M1G 1V4","416-892-4321","416-209-3419","fvilven@vilven.org","http://www.gtolithographersinc.com"
"Michal","Gunyan","Physician Manager","9514 Mount Vernon Ave","Quebec","QC","G2B 4L7","418-399-6819","418-652-4085","michal_gunyan@gunyan.com","http://www.physicianmanager.com"
"Enola","Yandow","Branan Photography","7 Sw 5th Ave","Dartmouth","NS","B2W 6G3","902-539-1621","902-831-6815","eyandow@cox.net","http://www.brananphotography.com"
"Meghann","Mamudoski","Hampton Inn South","7675 N Solano Dr","Hebbville","NS","B4V 7A2","902-348-8759","902-216-8117","meghann@cox.net","http://www.hamptoninnsouth.com"
"Latanya","Mattia","Swissotel Boston","8229 S Washington Ave","Portage la Prairie","MB","R1N 3T4","204-649-9481","204-615-1776","lmattia@yahoo.com","http://www.swissotelboston.com"
"Chandra","Firlik","Preston Trucking Co Inc","686 S Dupont Hwy","Oshawa","ON","L1J 8H1","905-451-3719","905-979-1749","chandra@gmail.com","http://www.prestontruckingcoinc.com"
"Barney","Dewer","Anthony, Richard A Esq","88 Norris Ave #2","Bedford","NS","B4A 3V5","902-287-1148","902-440-9745","bdewer@gmail.com","http://www.anthonyrichardaesq.com"
"Ocie","Chreene","Ellner, Harold J Md","72 W Hampden Ave","Orleans","ON","K1E 2C8","613-756-9548","613-565-6742","ocie.chreene@aol.com","http://www.ellnerharoldjmd.com"
"Precious","Dubray","Martin Research Inc","846 Middletown Blvd #427","Orillia","ON","L3V 4N5","705-607-6992","705-628-6331","precious.dubray@dubray.com","http://www.martinresearchinc.com"
"Sanda","Laramie","Trafalgar Corp","5181 N Alma School Rd","Dawson Creek","BC","V1G 1Y2","250-700-8923","250-902-6776","slaramie@laramie.org","http://www.trafalgarcorp.com"
"Gaynell","Benavente","Life Guard Apparel","71 W Indian School Rd","Thunder Bay","ON","P7E 2H1","807-284-2501","807-395-1502","gaynell@hotmail.com","http://www.lifeguardapparel.com"
"Bethanie","Cutsforth","Four Star Label Co Inc","5 Victory Ave","Cambridge","ON","N1S 2S8","519-328-4250","519-260-7499","bethanie_cutsforth@cutsforth.org","http://www.fourstarlabelcoinc.com"
"Yvette","Capiga","Stier, Brian E Esq","33 Broadway St #8539","Big Valley","AB","T0J 0G0","403-919-6456","403-642-8023","yvette.capiga@yahoo.com","http://www.stierbrianeesq.com"
"Alana","Blackmon","Invest Financial Corp","96 Hook Rd","Scarborough","ON","M1B 2S5","416-386-8947","416-983-4604","ablackmon@gmail.com","http://www.investfinancialcorp.com"
"Lakeesha","Beachel","Olivera, Keith R Esq","1 Sw 72nd Ave","Chilliwack","BC","V2P 4W3","604-352-7502","604-776-5963","lakeesha_beachel@aol.com","http://www.oliverakeithresq.com"
"Ailene","Friedman","Spector Thread Co","479 Commerce Park","Enterprise","NB","E7G 1M2","506-907-7068","506-631-8304","ailene@yahoo.com","http://www.spectorthreadco.com"
"Valene","Madson","H J Heinz Fld Ofc & Distrb Ctr","42 Main St","Alma","QC","G8B 7M5","418-646-3844","418-971-4887","valene@madson.org","http://www.hjheinzfldofcdistrbctr.com"
"Floyd","Bub","Southeastern Services Inc","4701 N Cocoa Blvd","Toronto","ON","M4V 2Z2","416-557-9767","416-988-1063","fbub@bub.com","http://www.southeasternservicesinc.com"
"Josue","Hatherly","United States Chrome Corp Ca","755 135th St","Etobicoke","ON","M9W 1M9","416-337-2239","416-236-8860","jhatherly@hatherly.org","http://www.unitedstateschromecorpca.com"
"Johnathon","Wadden","De Osu Inc","4714 S Main St","Peterborough","ON","K9J 3N7","705-646-2781","705-719-2693","johnathon_wadden@hotmail.com","http://www.deosuinc.com"
"Kenneth","Drizin","Packaging Corp Of America","2 Scott Blvd","Amos","QC","J9T 1S3","819-999-6396","819-572-9764","kdrizin@aol.com","http://www.packagingcorpofamerica.com"
"Leila","Titzer","D W Rogers Co","9 Constitution Ave","Calgary","AB","T2X 2M9","403-733-8035","403-455-2552","leila_titzer@aol.com","http://www.dwrogersco.com"
"Marquetta","Quinlisk","Herregan Distributors Inc","2965 Lake Lizzie Dr","Mont-Royal","QC","H3R 1G3","514-950-3156","514-450-3097","marquetta_quinlisk@aol.com","http://www.herregandistributorsinc.com"
"Annamae","Beliles","Halberstadt, Bradley J Esq","8939 Merrill Field Dr","Burnaby","BC","V5G 4J9","604-877-2244","604-564-4259","abeliles@gmail.com","http://www.halberstadtbradleyjesq.com"
"An","Dosal","Cpa Affiliates Inc","8 Leoole St #3","Drummondville","QC","J2B 3J9","819-324-8832","819-789-9431","adosal@hotmail.com","http://www.cpaaffiliatesinc.com"
"Karina","Cortesi","Video Monitoring Services","901 Broughton Ave #7","Saint-Bruno","QC","J3V 5S1","450-252-9611","450-552-3691","karina_cortesi@hotmail.com","http://www.videomonitoringservices.com"
"Otis","Luong","Kinkos Copies","263 L St #1255","Simcoe","ON","N3Y 2P6","519-739-4515","519-213-7571","oluong@gmail.com","http://www.kinkoscopies.com"
"Brendan","Kasperek","Aebig, Sheena R Esq","84 L St #98","Coquitlam","BC","V3E 2W1","604-947-9315","604-635-8588","brendan_kasperek@yahoo.com","http://www.aebigsheenaresq.com"
"Keith","Evartt","Hamlet, Fred T Esq","973 El Camino Real","Derby Junction","NB","E1V 5B4","506-229-5393","506-807-4021","kevartt@evartt.com","http://www.hamletfredtesq.com"
"Paulina","Arand","Americon Gazelle Factory Outlt","5652 Wisconsin Ave","Winnipeg","MB","R2J 2V1","204-636-8766","204-682-9423","paulina_arand@cox.net","http://www.americongazellefactoryoutlt.com"
"Cherelle","Welschmeyer","Woodrow Taylor Homes Nv Ltd","2 Ramona Ave #6","Guelph","ON","N1E 5N9","519-322-9933","519-310-1688","cherelle@hotmail.com","http://www.woodrowtaylorhomesnvltd.com"
"Percy","Neelon","Spiker Communications Inc","901 Highway 74","Rimouski","QC","G5L 1N6","418-537-1430","418-991-9193","percy_neelon@cox.net","http://www.spikercommunicationsinc.com"
"Margot","Storrs","Wilson, Thomas M Iii","237 S French Ave","Woodbridge","ON","L4H 2L8","905-309-5010","905-509-1001","mstorrs@cox.net","http://www.wilsonthomasmiii.com"
"Paris","Bellis","Woodstown Natl Bnk & Trst Co","89 Parade St","Woodstock","ON","N4S 3K1","519-909-5933","519-291-1819","paris@gmail.com","http://www.woodstownnatlbnktrstco.com"
"Sina","Masiejczyk","Misioneros Del Camino","3067 W Wabansia Ave","Etobicoke","ON","M9C 5B4","416-369-7013","416-498-2476","smasiejczyk@cox.net","http://www.misionerosdelcamino.com"
"Kimi","Selfe","M & M Assoc Inc","2 W Kellogg Dr #5","Jonquiere","QC","G8A 1H7","418-795-3880","418-432-2714","kimi@cox.net","http://www.mmassocinc.com"
"Chun","Richrdson","Hoyt, Robert F Esq","3 Aiea Heights #660","Regina","SK","S4T 3L1","306-245-2534","306-697-2337","chun_richrdson@richrdson.org","http://www.hoytrobertfesq.com"
"Lelia","Thiemann","Kleeman, Dena A Esq","440 Town Center Dr","Kamloops","BC","V2B 7W6","250-671-3851","250-798-7786","lelia.thiemann@yahoo.com","http://www.kleemandenaaesq.com"
"Cordell","Zinda","Kaye, Jeffrey A Esq","91 Argyle Rd","Sherbrooke","QC","J1H 6E3","819-508-6057","819-313-7350","cordell_zinda@cox.net","http://www.kayejeffreyaesq.com"
"Dorothy","Aitken","Mcmillon, Wendy A Esq","4 Hanover Pike","Mississauga","ON","L5V 1E5","905-554-3838","905-355-9556","dorothy.aitken@cox.net","http://www.mcmillonwendyaesq.com"
"Chauncey","Mcelreath","Buchman Enterprises Inc","615 Main St #3722","Vanier","ON","K1L 7E2","613-908-7090","613-591-2817","chauncey.mcelreath@yahoo.com","http://www.buchmanenterprisesinc.com"
"Tenesha","Stropko","Guroff, Julia H Esq","648 Waihona St #1152","Cardigan","NB","E6B 1L7","506-629-6209","506-306-3180","tenesha.stropko@aol.com","http://www.guroffjuliahesq.com"
"Anjelica","Lovero","Dayton Appliance Parts Co","689 S Steele St #1887","Amherst","NS","B4H 1K5","902-386-1443","902-411-6380","anjelica@lovero.org","http://www.daytonappliancepartsco.com"
"Olga","Adessa","Weiss, Arnold M Cpa","8507 Upland St","Burlington","ON","L7P 4T1","905-775-6413","905-340-9290","oadessa@cox.net","http://www.weissarnoldmcpa.com"
"Monte","Tindal","Amercn Inst For Conserve Hist","577 Page Ave","Laval","QC","H7M 5P7","450-637-6499","450-285-2135","monte@cox.net","http://www.amercninstforconservehist.com"
"Pamela","Mccoskey","Thriftlodge","6 West St #2","Terrebonne","QC","J6W 4W3","450-282-1236","450-585-2368","pamela.mccoskey@gmail.com","http://www.thriftlodge.com"
"Toshia","Lippoldt","U Stor","7 Duluth St","Stoneham-Et-Tewkesbury","QC","G3C 0S2","418-759-7863","418-706-3704","toshia_lippoldt@aol.com","http://www.ustor.com"
"Polly","Sandusky","Passumpsic Savings Bank","39 Logan Ave #9518","Hamilton","ON","L9A 4H9","905-705-6018","905-227-7818","polly.sandusky@cox.net","http://www.passumpsicsavingsbank.com"
